XX_RA_SALESPERSON_ID,A000000,0
XX_RA_SALESPERSON_ID,A100000,0
XX_RA_SALESPERSON_ID,A100899,0
XX_RA_SALESPERSON_ID,A101000,480972
XX_RA_SALESPERSON_ID,A101004,481160
XX_RA_SALESPERSON_ID,A101015,481029
XX_RA_SALESPERSON_ID,A10101A,481041
XX_RA_SALESPERSON_ID,A10102A,481036
XX_RA_SALESPERSON_ID,A10103A,481217
XX_RA_SALESPERSON_ID,A101044,481160
XX_RA_SALESPERSON_ID,A10104A,480998
XX_RA_SALESPERSON_ID,A10105A,481038
XX_RA_SALESPERSON_ID,A10106A,481149
XX_RA_SALESPERSON_ID,A101075,481040
XX_RA_SALESPERSON_ID,A10107A,481160
XX_RA_SALESPERSON_ID,A101081,480998
XX_RA_SALESPERSON_ID,A101082,481029
XX_RA_SALESPERSON_ID,A101085,481029
XX_RA_SALESPERSON_ID,A10108A,481045
XX_RA_SALESPERSON_ID,A10109A,481180
XX_RA_SALESPERSON_ID,A10110A,481004
XX_RA_SALESPERSON_ID,A101110,481029
XX_RA_SALESPERSON_ID,A10111A,481029
XX_RA_SALESPERSON_ID,A10112A,481040
XX_RA_SALESPERSON_ID,A10113A,996899
XX_RA_SALESPERSON_ID,A10114A,996903
XX_RA_SALESPERSON_ID,A10115A,996915
XX_RA_SALESPERSON_ID,A101167,481029
XX_RA_SALESPERSON_ID,A10116A,996922
XX_RA_SALESPERSON_ID,A10117A,481235
XX_RA_SALESPERSON_ID,A10118A,481230
XX_RA_SALESPERSON_ID,A101194,481149
XX_RA_SALESPERSON_ID,A10119A,481236
XX_RA_SALESPERSON_ID,A10120A,481221
XX_RA_SALESPERSON_ID,A101244,996903
XX_RA_SALESPERSON_ID,A101297,996903
XX_RA_SALESPERSON_ID,A101511,996903
XX_RA_SALESPERSON_ID,A101612,481041
XX_RA_SALESPERSON_ID,A101654,481236
XX_RA_SALESPERSON_ID,A101856,996899
XX_RA_SALESPERSON_ID,A101858,480998
XX_RA_SALESPERSON_ID,A101869,481180
XX_RA_SALESPERSON_ID,A101883,481040
XX_RA_SALESPERSON_ID,A101A07,996915
XX_RA_SALESPERSON_ID,A101A93,481236
XX_RA_SALESPERSON_ID,A101A94,481045
XX_RA_SALESPERSON_ID,A101B21,481230
XX_RA_SALESPERSON_ID,A101B29,481217
XX_RA_SALESPERSON_ID,A101B47,996915
XX_RA_SALESPERSON_ID,A101B57,481004
XX_RA_SALESPERSON_ID,A101C94,481045
XX_RA_SALESPERSON_ID,A101CDS,481036
XX_RA_SALESPERSON_ID,A101CE4,481160
XX_RA_SALESPERSON_ID,A101CE5,481149
XX_RA_SALESPERSON_ID,A101CF0,481029
XX_RA_SALESPERSON_ID,A101CF5,480998
XX_RA_SALESPERSON_ID,A101CHM,481236
XX_RA_SALESPERSON_ID,A101CHS,481038
XX_RA_SALESPERSON_ID,A101CO2,996903
XX_RA_SALESPERSON_ID,A101CX5,481040
XX_RA_SALESPERSON_ID,A101CXE,996903
XX_RA_SALESPERSON_ID,A101CXF,481029
XX_RA_SALESPERSON_ID,A101CYJ,480998
XX_RA_SALESPERSON_ID,A101CZ3,481160
XX_RA_SALESPERSON_ID,A101CZQ,481029
XX_RA_SALESPERSON_ID,A101E25,481036
XX_RA_SALESPERSON_ID,A101E26,481038
XX_RA_SALESPERSON_ID,A101E27,481038
XX_RA_SALESPERSON_ID,A101E2P,481149
XX_RA_SALESPERSON_ID,A101E33,481038
XX_RA_SALESPERSON_ID,A101E34,481038
XX_RA_SALESPERSON_ID,A101E35,481036
XX_RA_SALESPERSON_ID,A101E37,481038
XX_RA_SALESPERSON_ID,A101E38,481038
XX_RA_SALESPERSON_ID,A101J04,481038
XX_RA_SALESPERSON_ID,A101J06,481036
XX_RA_SALESPERSON_ID,A101J13,481217
XX_RA_SALESPERSON_ID,A101J15,481045
XX_RA_SALESPERSON_ID,A101J16,481230
XX_RA_SALESPERSON_ID,A101J17,481235
XX_RA_SALESPERSON_ID,A101J18,481236
XX_RA_SALESPERSON_ID,A101J1L,996903
XX_RA_SALESPERSON_ID,A101J1M,481029
XX_RA_SALESPERSON_ID,A101J94,481149
XX_RA_SALESPERSON_ID,A101J98,480998
XX_RA_SALESPERSON_ID,A101J99,481160
XX_RA_SALESPERSON_ID,A101N34,481149
XX_RA_SALESPERSON_ID,A101SC2,481230
XX_RA_SALESPERSON_ID,A101SC3,481221
XX_RA_SALESPERSON_ID,A101SC5,481236
XX_RA_SALESPERSON_ID,A101SC6,481045
XX_RA_SALESPERSON_ID,A101SC7,481217
XX_RA_SALESPERSON_ID,A101SC8,481235
XX_RA_SALESPERSON_ID,A102000,481050
XX_RA_SALESPERSON_ID,A10202A,480982
XX_RA_SALESPERSON_ID,A10203A,480989
XX_RA_SALESPERSON_ID,A10204A,480996
XX_RA_SALESPERSON_ID,A10205A,481001
XX_RA_SALESPERSON_ID,A10206A,481009
XX_RA_SALESPERSON_ID,A10207A,481179
XX_RA_SALESPERSON_ID,A10208A,481031
XX_RA_SALESPERSON_ID,A10209A,481034
XX_RA_SALESPERSON_ID,A10210A,481035
XX_RA_SALESPERSON_ID,A10211A,996894
XX_RA_SALESPERSON_ID,A10212A,996896
XX_RA_SALESPERSON_ID,A10213A,996905
XX_RA_SALESPERSON_ID,A10214A,996925
XX_RA_SALESPERSON_ID,A102240,996896
XX_RA_SALESPERSON_ID,A102242,996905
XX_RA_SALESPERSON_ID,A102296,996905
XX_RA_SALESPERSON_ID,A102544,996925
XX_RA_SALESPERSON_ID,A102679,481031
XX_RA_SALESPERSON_ID,A102969,480996
XX_RA_SALESPERSON_ID,A102A69,996925
XX_RA_SALESPERSON_ID,A102B52,480989
XX_RA_SALESPERSON_ID,A102B54,481179
XX_RA_SALESPERSON_ID,A102B81,481035
XX_RA_SALESPERSON_ID,A102B94,996925
XX_RA_SALESPERSON_ID,A102C79,481031
XX_RA_SALESPERSON_ID,A102CLE,481179
XX_RA_SALESPERSON_ID,A102CRJ,481034
XX_RA_SALESPERSON_ID,A102CWY,996925
XX_RA_SALESPERSON_ID,A102E1B,481009
XX_RA_SALESPERSON_ID,A102E1C,481034
XX_RA_SALESPERSON_ID,A102E1D,481001
XX_RA_SALESPERSON_ID,A102E28,481001
XX_RA_SALESPERSON_ID,A102E29,481009
XX_RA_SALESPERSON_ID,A102E31,481034
XX_RA_SALESPERSON_ID,A102E36,481034
XX_RA_SALESPERSON_ID,A102E63,481179
XX_RA_SALESPERSON_ID,A102E68,481001
XX_RA_SALESPERSON_ID,A102F02,480989
XX_RA_SALESPERSON_ID,A102J01,481001
XX_RA_SALESPERSON_ID,A102J02,481009
XX_RA_SALESPERSON_ID,A102J03,481034
XX_RA_SALESPERSON_ID,A102J1J,996896
XX_RA_SALESPERSON_ID,A102J1Q,480989
XX_RA_SALESPERSON_ID,A102J1R,480996
XX_RA_SALESPERSON_ID,A102J1S,996905
XX_RA_SALESPERSON_ID,A102J1T,481031
XX_RA_SALESPERSON_ID,A102J1V,481035
XX_RA_SALESPERSON_ID,A102J3Q,996894
XX_RA_SALESPERSON_ID,A102J3U,481179
XX_RA_SALESPERSON_ID,A102N02,996925
XX_RA_SALESPERSON_ID,A102N16,996925
XX_RA_SALESPERSON_ID,A102N33,996925
XX_RA_SALESPERSON_ID,A102SLK,481179
XX_RA_SALESPERSON_ID,A103000,481042
XX_RA_SALESPERSON_ID,A10302A,481443
XX_RA_SALESPERSON_ID,A10303A,481446
XX_RA_SALESPERSON_ID,A103041,481170
XX_RA_SALESPERSON_ID,A10304A,481441
XX_RA_SALESPERSON_ID,A103050,481168
XX_RA_SALESPERSON_ID,A103051,481164
XX_RA_SALESPERSON_ID,A10305A,481437
XX_RA_SALESPERSON_ID,A103062,481173
XX_RA_SALESPERSON_ID,A103063,481165
XX_RA_SALESPERSON_ID,A10306A,481430
XX_RA_SALESPERSON_ID,A10307A,481164
XX_RA_SALESPERSON_ID,A10308A,481165
XX_RA_SALESPERSON_ID,A10309A,481166
XX_RA_SALESPERSON_ID,A103108,481165
XX_RA_SALESPERSON_ID,A103109,481166
XX_RA_SALESPERSON_ID,A10310A,481168
XX_RA_SALESPERSON_ID,A10311A,481170
XX_RA_SALESPERSON_ID,A10312A,481173
XX_RA_SALESPERSON_ID,A10313A,481177
XX_RA_SALESPERSON_ID,A10314A,481033
XX_RA_SALESPERSON_ID,A103559,481168
XX_RA_SALESPERSON_ID,A103649,481177
XX_RA_SALESPERSON_ID,A103B56,481033
XX_RA_SALESPERSON_ID,A103CE6,481166
XX_RA_SALESPERSON_ID,A103CKH,481441
XX_RA_SALESPERSON_ID,A103D29,481441
XX_RA_SALESPERSON_ID,A103E1A,481443
XX_RA_SALESPERSON_ID,A103E1L,481443
XX_RA_SALESPERSON_ID,A103E2B,481441
XX_RA_SALESPERSON_ID,A103E2C,481430
XX_RA_SALESPERSON_ID,A103E2S,481170
XX_RA_SALESPERSON_ID,A103E71,481441
XX_RA_SALESPERSON_ID,A103F04,481033
XX_RA_SALESPERSON_ID,A103I11,481441
XX_RA_SALESPERSON_ID,A103I41,481446
XX_RA_SALESPERSON_ID,A103ICA,481443
XX_RA_SALESPERSON_ID,A103ICH,481430
XX_RA_SALESPERSON_ID,A103IMF,481446
XX_RA_SALESPERSON_ID,A103IRP,481437
XX_RA_SALESPERSON_ID,A103J19,481446
XX_RA_SALESPERSON_ID,A103J1C,481164
XX_RA_SALESPERSON_ID,A103J1D,481165
XX_RA_SALESPERSON_ID,A103J1E,481166
XX_RA_SALESPERSON_ID,A103J1F,481168
XX_RA_SALESPERSON_ID,A103J1G,481170
XX_RA_SALESPERSON_ID,A103J1H,481173
XX_RA_SALESPERSON_ID,A103J1I,481177
XX_RA_SALESPERSON_ID,A103J1U,481033
XX_RA_SALESPERSON_ID,A103J22,481430
XX_RA_SALESPERSON_ID,A103N19,481170
XX_RA_SALESPERSON_ID,A104000,480956
XX_RA_SALESPERSON_ID,A10401A,480967
XX_RA_SALESPERSON_ID,A10402A,480974
XX_RA_SALESPERSON_ID,A10403A,480981
XX_RA_SALESPERSON_ID,A10404A,480986
XX_RA_SALESPERSON_ID,A10405A,480992
XX_RA_SALESPERSON_ID,A10406A,480995
XX_RA_SALESPERSON_ID,A10407A,481000
XX_RA_SALESPERSON_ID,A10408A,481002
XX_RA_SALESPERSON_ID,A10409A,481006
XX_RA_SALESPERSON_ID,A10410A,481010
XX_RA_SALESPERSON_ID,A10411A,481011
XX_RA_SALESPERSON_ID,A10412A,481012
XX_RA_SALESPERSON_ID,A10413A,481013
